BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.00	42.73	83.99	14.29
0.00	15.04	57.05	57.69
0.34	35.48	64.06	56.67
0.42	48.68	58.74	56.72
0.28	29.97	59.71	61.82
0.19	27.43	59.65	63.29
0.00	24.26	52.78	44.44
0.34	38.00	58.98	48.28
0.66	69.55	71.82	36.64
0.24	41.94	75.34	40.00
0.76	74.94	77.63	17.86
0.46	56.84	78.01	24.39
0.38	47.42	63.86	56.14
0.43	49.14	70.36	46.15
0.35	45.23	79.27	25.00
0.69	83.10	79.21	20.00
0.00	9.23	39.45	56.52
0.42	49.54	61.86	41.67
0.00	13.21	61.02	47.06
0.23	27.37	63.33	60.98
0.23	35.74	68.03	58.18
0.46	53.91	64.82	48.35
0.40	46.89	70.44	49.38
0.47	50.65	64.40	43.48
0.39	45.62	72.40	47.19
0.47	57.29	79.78	21.62
0.60	67.93	71.62	34.78
0.27	43.63	64.94	62.65
0.44	50.78	63.33	55.67
0.19	29.24	65.87	56.52
0.37	43.20	78.17	37.50
0.00	21.36	54.53	52.17
0.75	75.30	84.94	14.29
0.16	24.03	55.37	102.86
0.56	54.69	78.03	35.00
0.37	43.97	57.18	54.17
0.25	30.89	74.37	40.00
0.00	23.43	43.61	73.17
0.81	84.15	89.92	10.00
0.69	72.42	88.02	16.67
0.49	54.08	65.01	35.71
0.22	21.66	61.41	57.89
0.53	55.56	70.92	29.79
0.31	42.31	69.64	50.00
0.53	59.75	69.18	44.90
0.35	43.60	66.86	48.65
0.27	41.97	54.83	52.63
0.32	31.18	61.58	73.68
0.41	55.02	66.63	45.24
0.88	80.71	96.58	10.00
0.00	14.99	30.88	55.56
0.35	35.04	71.79	44.00
0.36	58.00	63.10	45.83
0.70	80.14	73.59	37.04
0.00	22.09	53.44	50.00
0.37	42.17	60.34	50.00
0.50	60.08	63.25	41.03
0.00	15.60	40.16	88.89
0.43	45.47	65.06	43.48
0.30	43.53	72.53	63.64
0.00	25.88	56.51	64.86
0.19	26.24	67.42	71.43
0.00	17.03	34.03	84.62
0.00	11.77	46.91	62.86
0.16	28.09	55.80	81.82
0.26	32.55	68.36	57.14
0.00	13.92	41.14	63.16
0.51	57.05	73.42	40.00
0.00	18.75	53.75	62.07
0.63	69.09	71.63	32.56
0.80	77.72	68.49	17.39
0.54	60.34	82.72	20.00
0.00	12.68	53.94	50.00
